id_sprzedaz,id_sklep,id_dokumentsprzedazy,ilosc_produktu,id_produkt
1001548,16028,1111112084,3,1011312
1001549,13432,1111111190,1,1011276
1001550,13432,1111111190,10,1011145
1001551,13432,1111111190,6,1011185
1001552,13432,1111111190,7,1011287
1001553,13432,1111111190,1,1011316
1001554,13432,1111111190,4,1011205
1001555,13432,1111111190,3,1011115
1001556,39392,1111112085,1,1011299
1001557,36796,1111112086,4,1011252
1001558,51074,1111112087,8,1011210
1001559,31604,1111112088,4,1011127
1001560,43286,1111111191,6,1011162
1001561,43286,1111111191,7,1011174
1001562,43286,1111111191,10,1011112
1001563,43286,1111111191,7,1011191
1001564,43286,1111111191,10,1011270
1001565,43286,1111111191,5,1011146
1001566,43286,1111111191,9,1011297
1001567,43286,1111111191,5,1011274
1001568,43286,1111111191,9,1011265
1001569,27710,1111112089,7,1011243
1001570,53670,1111112090,4,1011322
1001571,47180,1111112091,9,1011246
1001572,16028,1111112092,4,1011238
1001573,54968,1111112093,4,1011324
1001574,23816,1111112094,6,1011213
1001575,49776,1111112095,8,1011189
1001576,40690,1111112096,1,1011114
1001577,44584,1111112097,3,1011261
1001578,34200,1111112098,6,1011228
1001579,21220,1111111192,3,1011187
1001580,21220,1111111192,1,1011202
1001581,21220,1111111192,4,1011262
1001582,21220,1111111192,9,1011190
1001583,21220,1111111192,8,1011151
1001584,21220,1111111192,8,1011155
1001585,21220,1111111192,6,1011122
1001586,21220,1111111192,5,1011219
1001587,21220,1111111192,10,1011175
1001588,12134,1111112099,8,1011136
1001589,41988,1111112100,8,1011250
1001590,51074,1111112101,8,1011245
1001591,25114,1111112102,10,1011157
1001592,13432,1111112103,8,1011303
1001593,38094,1111112104,10,1011254
1001594,35498,1111112105,3,1011257
1001595,29008,1111112106,10,1011138
1001596,36796,1111112107,1,1011154
1001597,31604,1111112108,3,1011221
1001598,14730,1111111193,1,1011123
1001599,14730,1111111193,8,1011314
1001600,14730,1111111193,6,1011173
1001601,14730,1111111193,8,1011169
1001602,14730,1111111193,3,1011229
1001603,14730,1111111193,2,1011117
1001604,27710,1111112109,10,1011323
1001605,53670,1111112110,9,1011310
1001606,47180,1111112111,10,1011131
1001607,16028,1111112112,2,1011247
1001608,54968,1111112113,10,1011269
1001609,23816,1111112114,4,1011130
1001610,49776,1111112115,6,1011197
1001611,40690,1111112116,2,1011193
1001612,44584,1111112117,5,1011235
1001613,34200,1111112118,3,1011294
1001614,21220,1111112119,10,1011306
1001615,30306,1111111194,6,1011226
1001616,30306,1111111194,5,1011289
1001617,30306,1111111194,7,1011298
1001618,30306,1111111194,8,1011184
1001619,30306,1111111194,5,1011284
1001620,30306,1111111194,5,1011159
1001621,30306,1111111194,3,1011140
1001622,18624,1111112120,10,1011148
1001623,12134,1111112121,5,1011281
1001624,41988,1111112122,7,1011216
1001625,51074,1111112123,7,1011170
1001626,25114,1111112124,3,1011203
1001627,13432,1111112125,2,1011300
1001628,38094,1111111195,5,1011255
1001629,38094,1111111195,7,1011116
1001630,38094,1111111195,6,1011164
1001631,38094,1111111195,9,1011218
1001632,38094,1111111195,10,1011233
1001633,14730,1111112126,4,1011120
1001634,32902,1111112127,2,1011317
1001635,52372,1111112128,3,1011142
1001636,22518,1111112129,8,1011267
1001637,19922,1111111196,6,1011153
1001638,19922,1111111196,8,1011256
1001639,19922,1111111196,7,1011263
1001640,19922,1111111196,5,1011290
1001641,19922,1111111196,3,1011231
1001642,19922,1111111196,7,1011176
1001643,19922,1111111196,3,1011182
1001644,19922,1111111196,7,1011188
1001645,19922,1111111196,8,1011325
1001646,19922,1111111196,7,1011321
1001647,19922,1111111196,6,1011304
1001648,19922,1111111196,5,1011305
1001649,19922,1111111196,6,1011196
1001650,19922,1111111196,3,1011296
1001651,27710,1111112130,7,1011268
1001652,40690,1111112131,6,1011126
1001653,22518,1111112132,10,1011307
1001654,17326,1111112133,4,1011198
1001655,36796,1111112134,10,1011309
1001656,34200,1111112135,3,1011251
1001657,48478,1111112136,5,1011129
1001658,38094,1111112137,10,1011178
1001659,30306,1111112138,1,1011237
1001660,23816,1111112139,4,1011225
1001661,14730,1111112140,8,1011244
1001662,51074,1111112141,8,1011158
1001663,45882,1111111197,10,1011139
1001664,45882,1111111197,8,1011253
1001665,26412,1111112142,3,1011249
1001666,18624,1111112143,6,1011192
1001667,39392,1111112144,1,1011311
1001668,12134,1111112145,1,1011293
1001669,29008,1111112146,1,1011150
1001670,35498,1111112147,6,1011137
1001671,41988,1111112148,3,1011222
1001672,54968,1111112149,3,1011132
1001673,38094,1111111198,4,1011302
1001674,38094,1111111198,6,1011223
1001675,38094,1111111198,2,1011239
1001676,38094,1111111198,3,1011292
1001677,38094,1111111198,5,1011201
1001678,38094,1111111198,1,1011259
1001679,38094,1111111198,4,1011143
1001680,38094,1111111198,2,1011271
1001681,38094,1111111198,8,1011199
1001682,38094,1111111198,4,1011186
1001683,38094,1111111198,2,1011326
1001684,38094,1111111198,6,1011141
1001685,38094,1111111198,7,1011134
1001686,38094,1111111198,6,1011208
1001687,38094,1111111198,1,1011195
1001688,38094,1111111198,3,1011194
1001689,38094,1111111198,4,1011291
1001690,36796,1111112150,3,1011147
1001691,52372,1111112151,2,1011272
1001692,53670,1111112152,9,1011171
1001693,30306,1111112153,9,1011232
1001694,23816,1111112154,1,1011260
1001695,14730,1111112155,4,1011308
1001696,51074,1111112156,10,1011315
1001697,45882,1111112157,10,1011264
1001698,34200,1111112158,6,1011283
1001699,26412,1111112159,10,1011224
1001700,18624,1111112160,5,1011234
1001701,39392,1111112161,4,1011278
1001702,12134,1111112162,9,1011183
1001703,29008,1111112163,9,1011135
1001704,35498,1111112164,2,1011125
1001705,41988,1111112165,5,1011168
1001706,54968,1111112166,8,1011313
1001707,38094,1111112167,3,1011163
1001708,44584,1111112168,5,1011301
1001709,48478,1111112169,8,1011217
1001710,22518,1111111199,6,1011204
1001711,22518,1111111199,5,1011279
1001712,22518,1111111199,4,1011241
1001713,22518,1111111199,8,1011200
1001714,22518,1111111199,2,1011319
1001715,22518,1111111199,4,1011230
1001716,22518,1111111199,7,1011318
1001717,22518,1111111199,6,1011227
1001718,22518,1111111199,1,1011280
1001719,22518,1111111199,7,1011124
1001720,22518,1111111199,4,1011248
1001721,22518,1111111199,7,1011111
1001722,22518,1111111199,8,1011165
1001723,22518,1111111199,7,1011113
1001724,22518,1111111199,4,1011286
1001725,22518,1111111199,5,1011181
1001726,22518,1111111199,3,1011282
1001727,22518,1111111199,4,1011240
1001728,22518,1111111199,5,1011266
1001729,22518,1111111199,3,1011167
1001730,22518,1111111199,9,1011172
1001731,22518,1111111199,3,1011156
1001732,22518,1111111199,2,1011236
1001733,22518,1111111199,10,1011285
1001734,22518,1111111199,3,1011160
1001735,22518,1111111199,10,1011207
1001736,22518,1111111199,8,1011118
1001737,22518,1111111199,8,1011121
1001738,22518,1111111199,2,1011180
1001739,22518,1111111199,2,1011295
1001740,22518,1111111199,7,1011275
1001741,22518,1111111199,6,1011242
1001742,22518,1111111199,1,1011214
1001743,22518,1111111199,1,1011149
1001744,22518,1111111199,4,1011209
1001745,22518,1111111199,9,1011273
1001746,22518,1111111199,8,1011315
1001747,22518,1111111199,10,1011264
1001748,22518,1111111199,4,1011283
1001749,22518,1111111199,2,1011224
1001750,22518,1111111199,7,1011234
1001751,22518,1111111199,7,1011278
1001752,22518,1111111199,1,1011183
1001753,22518,1111111199,9,1011135
1001754,22518,1111111199,2,1011137
1001755,22518,1111111199,8,1011222
1001756,22518,1111111199,10,1011132
1001757,22518,1111111199,5,1011302
1001758,22518,1111111199,9,1011223
1001759,22518,1111111199,3,1011239
1001760,22518,1111111199,1,1011292
1001761,22518,1111111199,7,1011201
1001762,22518,1111111199,3,1011259
1001763,22518,1111111199,7,1011143
1001764,22518,1111111199,7,1011271
1001765,22518,1111111199,9,1011199
1001766,22518,1111111199,9,1011186
1001767,22518,1111111199,2,1011326
1001768,22518,1111111199,1,1011141
1001769,22518,1111111199,6,1011128
1001770,22518,1111111199,7,1011177
1001771,35498,1111112170,9,1011206
1001772,38094,1111112171,9,1011258
1001773,44584,1111112172,6,1011288
1001774,31604,1111112173,5,1011239
1001775,16028,1111112174,3,1011195
1001776,41988,1111112175,2,1011197
1001777,19922,1111112176,6,1011193
1001778,49776,1111112177,9,1011161
1001779,32902,1111112178,9,1011122
1001780,53670,1111112179,8,1011149
1001781,14730,1111112180,4,1011170
1001782,34200,1111112181,6,1011206
1001783,17326,1111112182,5,1011125
1001784,36796,1111112183,1,1011258
1001785,23816,1111112184,5,1011118
1001786,18624,1111112185,3,1011126
1001787,27710,1111112186,5,1011286
1001788,54968,1111112187,8,1011212
1001789,13432,1111112188,5,1011299
1001790,30306,1111112189,8,1011138
1001791,21220,1111112190,8,1011123
1001792,48478,1111112191,7,1011308
1001793,47180,1111112192,4,1011275
1001794,40690,1111112193,2,1011310
1001795,29008,1111112194,4,1011216
1001796,51074,1111112195,5,1011186
1001797,12134,1111111200,8,1011121
1001798,12134,1111111200,2,1011183
1001799,12134,1111111200,1,1011304
1001800,12134,1111111200,10,1011130
1001801,12134,1111111200,7,1011150
1001802,12134,1111111200,5,1011202
1001803,12134,1111111200,4,1011294
1001804,26412,1111112196,8,1011309
1001805,30306,1111112197,6,1011283
1001806,13432,1111112198,2,1011129
1001807,35498,1111112199,9,1011164
1001808,49776,1111112200,5,1011147
1001809,51074,1111112201,5,1011159
1001810,34200,1111112202,7,1011274
1001811,52372,1111112203,10,1011229
1001812,48478,1111112204,3,1011233
1001813,40690,1111112205,6,1011319
1001814,16028,1111112206,8,1011154
1001815,17326,1111112207,2,1011145
1001816,53670,1111112208,6,1011185
1001817,36796,1111112209,8,1011166
1001818,12134,1111112210,9,1011247
1001819,44584,1111112211,4,1011115
1001820,32902,1111112212,4,1011264
1001821,23816,1111112213,4,1011234
1001822,14730,1111112214,6,1011317
1001823,25114,1111112215,3,1011128
1001824,38094,1111112216,7,1011281
1001825,19922,1111112217,2,1011153
1001826,31604,1111112218,4,1011298
1001827,47180,1111112219,7,1011263
1001828,43286,1111112220,8,1011231
1001829,54968,1111112221,1,1011268
1001830,26412,1111112222,6,1011208
1001831,27710,1111112223,8,1011131
1001832,29008,1111111201,1,1011190
1001833,29008,1111111201,6,1011254
1001834,29008,1111111201,9,1011135
1001835,29008,1111111201,7,1011219
1001836,29008,1111111201,5,1011232
1001837,29008,1111111201,8,1011316
1001838,22518,1111112224,6,1011182
1001839,51074,1111112225,1,1011148
1001840,19922,1111112226,10,1011196
1001841,23816,1111112227,9,1011211
1001842,38094,1111112228,10,1011213
1001843,49776,1111112229,1,1011204
1001844,34200,1111111202,3,1011134
1001845,34200,1111111202,2,1011214
1001846,34200,1111111202,9,1011215
1001847,34200,1111111202,7,1011220
1001848,34200,1111111202,4,1011158
1001849,34200,1111111202,6,1011230
1001850,34200,1111111202,6,1011244
1001851,34200,1111111202,6,1011127
1001852,34200,1111111202,3,1011322
1001853,34200,1111111202,1,1011223
1001854,34200,1111111202,2,1011199
1001855,34200,1111111202,4,1011151
1001856,31604,1111112230,6,1011124
1001857,22518,1111112231,6,1011139
1001858,35498,1111112232,2,1011257
1001859,18624,1111112233,10,1011165
1001860,12134,1111112234,3,1011285
1001861,14730,1111112235,6,1011228
1001862,40690,1111112236,9,1011132
1001863,25114,1111112237,5,1011143
1001864,47180,1111111203,9,1011303
1001865,47180,1111111203,5,1011221
1001866,47180,1111111203,5,1011192
1001867,47180,1111111203,3,1011311
1001868,47180,1111111203,6,1011163
1001869,47180,1111111203,4,1011253
1001870,47180,1111111203,7,1011314
1001871,47180,1111111203,2,1011313
1001872,47180,1111111203,2,1011289
1001873,47180,1111111203,6,1011260
1001874,47180,1111111203,10,1011251
1001875,47180,1111111203,4,1011297
1001876,47180,1111111203,9,1011160
1001877,47180,1111111203,7,1011172
1001878,47180,1111111203,8,1011323
1001879,47180,1111111203,1,1011320
1001880,47180,1111111203,4,1011174
1001881,47180,1111111203,10,1011152
1001882,47180,1111111203,10,1011276
1001883,47180,1111111203,3,1011292
1001884,47180,1111111203,4,1011171
1001885,47180,1111111203,6,1011288
1001886,47180,1111111203,3,1011156
1001887,47180,1111111203,1,1011162
1001888,47180,1111111203,9,1011324
1001889,47180,1111111203,9,1011137
1001890,47180,1111111203,4,1011177
1001891,47180,1111111203,8,1011252
1001892,47180,1111111203,7,1011203
1001893,47180,1111111203,7,1011236
1001894,47180,1111111203,7,1011246
1001895,47180,1111111203,8,1011282
1001896,47180,1111111203,4,1011141
1001897,47180,1111111203,8,1011248
1001898,47180,1111111203,3,1011167
1001899,47180,1111111203,2,1011178
1001900,47180,1111111203,4,1011235
1001901,47180,1111111203,9,1011249
1001902,47180,1111111203,7,1011315
1001903,47180,1111111203,9,1011217
1001904,47180,1111111203,7,1011284
1001905,47180,1111111203,2,1011175
1001906,47180,1111111203,5,1011305
1001907,40690,1111112238,2,1011187
1001908,47180,1111112239,7,1011188
1001909,12134,1111112240,9,1011302
1001910,48478,1111112241,2,1011242
1001911,13432,1111112242,7,1011184
1001912,31604,1111112243,4,1011168
1001913,30306,1111112244,4,1011301
1001914,38094,1111112245,10,1011273
1001915,53670,1111112246,9,1011133
1001916,17326,1111112247,2,1011271
1001917,44584,1111112248,4,1011205
1001918,45882,1111112249,10,1011146
1001919,39392,1111112250,1,1011300
1001920,29008,1111112251,8,1011266
1001921,49776,1111112252,7,1011278
1001922,41988,1111112253,6,1011279
1001923,23816,1111112254,1,1011111
1001924,34200,1111112255,8,1011210
1001925,27710,1111112256,6,1011306
1001926,14730,1111111204,3,1011227
1001927,14730,1111111204,4,1011144
1001928,14730,1111111204,8,1011259
1001929,14730,1111111204,4,1011189
1001930,14730,1111111204,3,1011321
1001931,14730,1111111204,2,1011142
1001932,14730,1111111204,4,1011116
1001933,14730,1111111204,4,1011176
1001934,14730,1111111204,3,1011136
1001935,14730,1111111204,4,1011222
1001936,14730,1111111204,5,1011179
1001937,14730,1111111204,2,1011198
1001938,14730,1111111204,4,1011240
1001939,14730,1111111204,10,1011238
1001940,14730,1111111204,2,1011290
1001941,14730,1111111204,6,1011307
1001942,14730,1111111204,1,1011270
1001943,14730,1111111204,10,1011191
1001944,14730,1111111204,8,1011267
1001945,32902,1111112257,8,1011250
1001946,51074,1111112258,10,1011140
1001947,29008,1111112259,5,1011226
1001948,47180,1111112260,10,1011287
1001949,12134,1111112261,10,1011194
1001950,48478,1111112262,9,1011155
1001951,17326,1111112263,10,1011201
1001952,35498,1111112264,10,1011241
1001953,39392,1111112265,1,1011113
1001954,45882,1111112266,7,1011277
1001955,41988,1111112267,3,1011181
1001956,13432,1111112268,8,1011209
1001957,34200,1111112269,7,1011261
1001958,31604,1111112270,8,1011225
1001959,43286,1111112271,6,1011326
1001960,14730,1111112272,10,1011325
1001961,52372,1111112273,10,1011245
1001962,22518,1111112274,2,1011117
1001963,44584,1111112275,4,1011296
1001964,18624,1111112276,10,1011237
1001965,53670,1111112277,4,1011312
1001966,38094,1111112278,3,1011295
1001967,49776,1111112279,2,1011291
1001968,27710,1111112280,9,1011173
1001969,16028,1111112281,8,1011169
1001970,40690,1111112282,5,1011218
1001971,26412,1111112283,2,1011256
1001972,25114,1111112284,8,1011120
1001973,23816,1111112285,3,1011265
1001974,54968,1111112286,8,1011114
1001975,30306,1111112287,6,1011224
1001976,19922,1111112288,6,1011255
1001977,21220,1111112289,2,1011272
1001978,36796,1111111205,3,1011280
1001979,36796,1111111205,6,1011293
1001980,36796,1111111205,9,1011112
1001981,36796,1111111205,1,1011318
1001982,36796,1111111205,6,1011157
1001983,36796,1111111205,10,1011180
1001984,36796,1111111205,10,1011119
1001985,36796,1111111205,2,1011200
1001986,36796,1111111205,3,1011262
1001987,36796,1111111205,9,1011207
1001988,36796,1111111205,6,1011243
1001989,36796,1111111205,10,1011269
1001990,36796,1111111205,9,1011239
1001991,36796,1111111205,4,1011195
1001992,36796,1111111205,3,1011197
1001993,36796,1111111205,2,1011193
1001994,36796,1111111205,1,1011161
1001995,36796,1111111205,1,1011122
1001996,36796,1111111205,8,1011149
1001997,36796,1111111205,8,1011170
1001998,36796,1111111205,7,1011206
1001999,36796,1111111205,8,1011125
1002000,36796,1111111205,10,1011258
1002001,36796,1111111205,3,1011118
1002002,36796,1111111205,1,1011126
1002003,36796,1111111205,2,1011286
1002004,36796,1111111205,10,1011212
1002005,26412,1111112290,2,1011299
1002006,21220,1111112291,8,1011138
1002007,32902,1111112292,1,1011123
1002008,53670,1111112293,10,1011308
1002009,14730,1111112294,5,1011275
1002010,38094,1111112295,3,1011310
1002011,45882,1111112296,1,1011216
1002012,54968,1111112297,6,1011186
1002013,30306,1111112298,9,1011121
1002014,18624,1111112299,3,1011183
1002015,35498,1111112300,1,1011304
1002016,29008,1111112301,5,1011130
1002017,41988,1111112302,7,1011150
1002018,23816,1111112303,8,1011202
1002019,40690,1111111206,9,1011294
1002020,40690,1111111206,7,1011309
1002021,40690,1111111206,10,1011283
1002022,40690,1111111206,6,1011129
1002023,40690,1111111206,3,1011164
1002024,40690,1111111206,3,1011147
1002025,40690,1111111206,5,1011159
1002026,40690,1111111206,9,1011274
1002027,40690,1111111206,6,1011229
1002028,40690,1111111206,5,1011233
1002029,40690,1111111206,2,1011319
1002030,40690,1111111206,2,1011154
1002031,39392,1111112304,3,1011145
1002032,43286,1111112305,6,1011185
1002033,25114,1111112306,2,1011166
1002034,52372,1111112307,3,1011247
1002035,51074,1111112308,9,1011115
1002036,12134,1111112309,10,1011264
1002037,26412,1111112310,8,1011234
1002038,21220,1111112311,7,1011317
1002039,32902,1111112312,10,1011128
1002040,53670,1111112313,7,1011281
1002041,14730,1111112314,3,1011153
1002042,38094,1111112315,5,1011298
1002043,45882,1111112316,9,1011263
1002044,54968,1111112317,2,1011231
1002045,30306,1111112318,5,1011268
1002046,18624,1111112319,4,1011208
1002047,35498,1111112320,4,1011131
1002048,29008,1111111207,1,1011190
1002049,29008,1111111207,10,1011254
1002050,29008,1111111207,6,1011135
1002051,29008,1111111207,7,1011219
1002052,29008,1111111207,5,1011232
1002053,29008,1111111207,6,1011316
1002054,29008,1111111207,5,1011182
1002055,29008,1111111207,2,1011148
1002056,29008,1111111207,5,1011196
1002057,29008,1111111207,6,1011211
1002058,19922,1111112321,3,1011213
1002059,22518,1111112322,8,1011204
1002060,44584,1111112323,1,1011134
1002061,48478,1111112324,6,1011214
1002062,16028,1111112325,7,1011215
1002063,39392,1111112326,2,1011220
1002064,43286,1111112327,9,1011158
1002065,25114,1111111208,5,1011230
1002066,25114,1111111208,8,1011244
1002067,25114,1111111208,5,1011127
1002068,25114,1111111208,5,1011322
1002069,27710,1111112328,3,1011223
1002070,13432,1111112329,7,1011130
1002071,39392,1111112330,6,1011292
1002072,32902,1111112331,4,1011137
1002073,17326,1111112332,1,1011235
1002074,48478,1111112333,9,1011242
1002075,27710,1111112334,6,1011195
1002076,22518,1111112335,5,1011143
1002077,40690,1111112336,4,1011322
1002078,36796,1111112337,4,1011223
1002079,44584,1111112338,5,1011287
1002080,52372,1111112339,1,1011286
1002081,23816,1111112340,2,1011204
1002082,13432,1111112341,5,1011254
1002083,53670,1111112342,6,1011206
1002084,41988,1111112343,10,1011157
1002085,12134,1111112344,6,1011282
1002086,21220,1111111209,3,1011250
1002087,21220,1111111209,1,1011261
1002088,21220,1111111209,2,1011253
1002089,21220,1111111209,1,1011164
1002090,21220,1111111209,2,1011255
1002091,21220,1111111209,8,1011181
1002092,35498,1111112345,3,1011237
1002093,34200,1111112346,9,1011120
1002094,26412,1111112347,5,1011119
1002095,25114,1111112348,1,1011248
1002096,14730,1111112349,3,1011210
1002097,49776,1111112350,2,1011241
1002098,43286,1111112351,10,1011220
1002099,16028,1111112352,8,1011160
1002100,54968,1111112353,6,1011276
1002101,19922,1111112354,6,1011217
1002102,45882,1111112355,9,1011218
1002103,31604,1111112356,6,1011169
1002104,51074,1111111210,5,1011313
1002105,51074,1111111210,2,1011290
1002106,51074,1111111210,2,1011293
1002107,51074,1111111210,8,1011131
1002108,51074,1111111210,7,1011278
1002109,51074,1111111210,8,1011132
1002110,51074,1111111210,2,1011271
1002111,51074,1111111210,2,1011200
1002112,51074,1111111210,10,1011306
1002113,53670,1111111211,6,1011191
1002114,53670,1111111211,3,1011221
1002115,53670,1111111211,9,1011219
1002116,53670,1111111211,9,1011239
1002117,53670,1111111211,1,1011269
1002118,36796,1111112357,3,1011234
1002119,12134,1111112358,1,1011247
1002120,34200,1111112359,3,1011244
1002121,48478,1111112360,4,1011321
1002122,22518,1111112361,5,1011183
1002123,38094,1111112362,7,1011294
1002124,32902,1111112363,3,1011148
1002125,49776,1111112364,8,1011134
1002126,14730,1111112365,2,1011300
1002127,17326,1111112366,7,1011326
1002128,43286,1111112367,4,1011128
1002129,21220,1111112368,4,1011167
1002130,51074,1111112369,1,1011301
1002131,40690,1111111212,9,1011259
1002132,40690,1111111212,2,1011111
1002133,40690,1111111212,2,1011168
1002134,40690,1111111212,5,1011116
1002135,40690,1111111212,9,1011190
1002136,40690,1111111212,7,1011215
1002137,40690,1111111212,3,1011124
1002138,40690,1111111212,3,1011117
1002139,40690,1111111212,9,1011257
1002140,35498,1111112370,3,1011280
1002141,52372,1111112371,8,1011193
1002142,54968,1111112372,1,1011158
1002143,45882,1111112373,1,1011184
1002144,31604,1111111213,10,1011166
1002145,31604,1111111213,8,1011298
1002146,31604,1111111213,1,1011118
1002147,31604,1111111213,5,1011136
1002148,31604,1111111213,2,1011216
1002149,31604,1111111213,7,1011121
1002150,31604,1111111213,9,1011155
1002151,31604,1111111213,2,1011320
1002152,31604,1111111213,6,1011252
1002153,53670,1111112374,8,1011188
1002154,13432,1111112375,6,1011186
1002155,19922,1111112376,4,1011266
1002156,25114,1111112377,3,1011175
1002157,23816,1111112378,1,1011192
1002158,36796,1111112379,6,1011140
1002159,12134,1111112380,2,1011211
1002160,34200,1111112381,1,1011227
1002161,48478,1111112382,5,1011238
1002162,22518,1111112383,2,1011207
1002163,38094,1111112384,2,1011260
1002164,32902,1111112385,2,1011304
1002165,49776,1111112386,3,1011114
1002166,14730,1111111214,6,1011236
1002167,14730,1111111214,7,1011245
1002168,14730,1111111214,8,1011214
1002169,14730,1111111214,2,1011272
1002170,14730,1111111214,10,1011226
1002171,14730,1111111214,7,1011146
1002172,14730,1111111214,9,1011264
1002173,14730,1111111214,6,1011198
1002174,14730,1111111214,7,1011162
1002175,29008,1111112387,1,1011152
1002176,30306,1111112388,1,1011288
1002177,16028,1111112389,7,1011317
1002178,27710,1111112390,9,1011174
1002179,44584,1111112391,5,1011129
1002180,35498,1111112392,9,1011303
1002181,52372,1111112393,1,1011274
1002182,54968,1111112394,3,1011138
1002183,45882,1111112395,2,1011309
1002184,31604,1111112396,9,1011187
1002185,47180,1111112397,7,1011314
1002186,26412,1111111215,1,1011161
1002187,26412,1111111215,9,1011231
1002188,26412,1111111215,6,1011224
1002189,26412,1111111215,9,1011180
1002190,26412,1111111215,2,1011173
1002191,26412,1111111215,5,1011273
1002192,26412,1111111215,3,1011133
1002193,26412,1111111215,3,1011150
1002194,35498,1111112398,8,1011189
1002195,45882,1111112399,2,1011176
1002196,54968,1111112400,7,1011208
1002197,30306,1111112401,5,1011113
1002198,47180,1111112402,6,1011147
1002199,53670,1111112403,7,1011213
1002200,13432,1111112404,7,1011249
1002201,36796,1111112405,9,1011135
1002202,38094,1111112406,3,1011315
1002203,39392,1111112407,4,1011324
1002204,49776,1111112408,10,1011263
1002205,18624,1111112409,8,1011228
1002206,44584,1111112410,3,1011123
1002207,17326,1111111216,8,1011142
1002208,17326,1111111216,7,1011299
1002209,17326,1111111216,9,1011144
1002210,17326,1111111216,3,1011170
1002211,17326,1111111216,5,1011197
1002212,17326,1111111216,1,1011126
1002213,21220,1111112411,2,1011283
1002214,40690,1111112412,7,1011233
1002215,41988,1111112413,3,1011302
1002216,26412,1111112414,5,1011243
1002217,14730,1111111217,4,1011196
1002218,14730,1111111217,1,1011163
1002219,14730,1111111217,7,1011232
1002220,14730,1111111217,9,1011209
1002221,16028,1111112415,3,1011151
1002222,27710,1111112416,10,1011258
1002223,12134,1111112417,5,1011307
1002224,34200,1111112418,6,1011149
1002225,32902,1111111218,8,1011295
1002226,32902,1111111218,3,1011212
1002227,32902,1111111218,8,1011275
1002228,32902,1111111218,8,1011145
1002229,32902,1111111218,10,1011316
1002230,32902,1111111218,2,1011203
1002231,32902,1111111218,2,1011312
1002232,32902,1111111218,7,1011270
1002233,32902,1111111218,6,1011296
1002234,32902,1111111218,10,1011281
1002235,32902,1111111218,5,1011127
1002236,32902,1111111218,5,1011246
1002237,32902,1111111218,8,1011141
1002238,32902,1111111218,7,1011171
1002239,32902,1111111218,10,1011267
1002240,32902,1111111218,10,1011277
1002241,32902,1111111218,8,1011177
1002242,32902,1111111218,3,1011201
1002243,32902,1111111218,5,1011325
1002244,32902,1111111218,7,1011251
1002245,32902,1111111218,4,1011256
1002246,32902,1111111218,8,1011319
1002247,32902,1111111218,6,1011159
1002248,32902,1111111218,7,1011122
1002249,32902,1111111218,3,1011199
1002250,32902,1111111218,6,1011305
1002251,32902,1111111218,9,1011182
1002252,32902,1111111218,9,1011265
1002253,32902,1111111218,2,1011229
1002254,32902,1111111218,10,1011185
1002255,32902,1111111218,10,1011268
1002256,32902,1111111218,6,1011139
1002257,32902,1111111218,3,1011262
1002258,32902,1111111218,10,1011165
1002259,32902,1111111218,7,1011154
1002260,32902,1111111218,2,1011178
1002261,32902,1111111218,10,1011225
1002262,32902,1111111218,4,1011310
1002263,32902,1111111218,8,1011153
1002264,32902,1111111218,4,1011205
1002265,32902,1111111218,8,1011202
1002266,32902,1111111218,3,1011112
1002267,32902,1111111218,2,1011291
1002268,32902,1111111218,7,1011289
1002269,32902,1111111218,4,1011311
1002270,32902,1111111218,9,1011230
1002271,32902,1111111218,1,1011323
1002272,32902,1111111218,4,1011279
1002273,14730,1111112419,6,1011125
1002274,54968,1111112420,5,1011285
1002275,40690,1111112421,2,1011156
1002276,44584,1111112422,2,1011179
1002277,35498,1111112423,1,1011194
1002278,23816,1111112424,7,1011297
1002279,49776,1111112425,3,1011172
1002280,29008,1111112426,8,1011318
1002281,18624,1111112427,6,1011308
1002282,21220,1111112428,1,1011222
1002283,45882,1111112429,6,1011115
1002284,53670,1111112430,10,1011284
1002285,22518,1111112431,8,1011240
1002286,30306,1111112432,8,1011290
1002287,32902,1111112433,7,1011212
1002288,12134,1111112434,6,1011239
1002289,25114,1111112435,4,1011246
1002290,19922,1111112436,7,1011147
1002291,47180,1111112437,10,1011186
1002292,26412,1111112438,8,1011260
1002293,41988,1111112439,6,1011275
1002294,16028,1111112440,9,1011117
1002295,13432,1111112441,2,1011203
1002296,38094,1111111219,3,1011146
1002297,38094,1111111219,3,1011187
1002298,38094,1111111219,10,1011296
1002299,38094,1111111219,6,1011289
1002300,38094,1111111219,1,1011315
1002301,38094,1111111219,4,1011173
1002302,38094,1111111219,8,1011177
1002303,38094,1111111219,5,1011263
1002304,38094,1111111219,4,1011295
1002305,31604,1111112442,9,1011230
1002306,43286,1111111220,9,1011300
1002307,43286,1111111220,7,1011310
1002308,43286,1111111220,5,1011172
1002309,43286,1111111220,3,1011288
1002310,43286,1111111220,7,1011220
1002311,43286,1111111220,10,1011168
1002312,43286,1111111220,10,1011141
1002313,43286,1111111220,8,1011167
1002314,43286,1111111220,3,1011113
1002315,43286,1111111220,8,1011197
1002316,43286,1111111220,5,1011201
1002317,14730,1111112443,3,1011325
1002318,54968,1111112444,2,1011165
1002319,40690,1111112445,7,1011274
1002320,44584,1111112446,5,1011229
1002321,35498,1111111221,9,1011247
1002322,35498,1111111221,8,1011298
